Device,Time,Date,(1) Map,(1) Waits,(1) Shows,(1) Tips,(1) Bonus,(1) Game,(2) Not work as expected?,If yes...,(3) Influence?,If yes...,(4) Enough time?,If no...,(5) Overall Experience,(5a) Why?,(6) Merchandise Locations,(6a) What drove decision?,(7) Amount on merchandise,(8) F&B Locations,(8a) What drove decisions?,(9) Amount on F&B,(10) Meals eaten,(11) Attractions visisted,(13) Experience #1,(13) Experience #2,(13) Experience #3,(14) Age of user,(14) Gender of user,(15) Paper map?,(16) Paper schedule?,(17) Get lost?,(18) How closely did you follow plan?,(18a) What diverted original plans?,(19) Ride because of low wait times?,(19a) If yes....,(20) Get fast passes?,(20a) If yes...,(20c) Use them?,(20c) If no...,(21) Group split?,(21a) If yes...,(21b) Who kept the device?,(22) Other comments?
163,18:50:00,4/30/2011,3,3,4,3,5,5,Yes, ,No,,No,,Just Ok,,My group has not purchsed any merchandise at Disney Paris Resort,,0,Restaurant en Coulisse,Other - Faim on bon endroit - Assie,40,"Lunch, afternoon snack",Tower of Terror,Tower,Donde Wems,Parachute,12,M,Yes,Yes,Never,Does not apply - Did not have a plan,Other - Plaicir de anime,No,None,No,,,,No,,,
163,,4/30/2011,7,7,6,5,6,6,Yes,Sest eteint x2,Yes,En fonct de l'attente,Yes,Fast pass,Excellent,"Tres utile, gain de temps",The emporium,Merchandise offerings ,30,My group has not purchased any meals at the Disneyland Paris Resort today,Food offerings,30,,"Alice's Curious Labyrinth, its a small world, stitch live, flying carpets over agrabah, rockn roler coaster, tower of ter",Tower of terror,space mountain,indiana Jones,35,M,No,No,Never,Does not apply did not have a ;plan,,Yes,Indiana Jones,Yes,Space mountain,Yes,,Yes,Attract differentes,Pere,Manque info/attract fermees ou en pannes. indicate toillet
163,14:16:00,4/27/2011,5,1,5,2,2,1,yes,,no,,no,not useful,just okay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,4/22/2011,5,7,6,4,7,6,yes,on the map you can't see the restaurants and toilets,yes,,yes,,very good,very helpful during the visit,My group has not purchased any merchandise at the disneyland paris resort today,,,My group has not purchased any meals or snacks at the disneyland paris resort today,,100,lunch and afternoon snack,"rock n roller coaster, tower of terror",Space mountain,rock n roller coaster,tower of terror,22,Female,yes,yes,once,not at all,long waits and tired children,yes,haunted mansion,yes,big thunder mountain railroad,no,,no,,,Split up the parks - so there is one list with the waiting times for each park. Now it is very unclear
164,18:10:00,4/23/2011,7,4,0,3,0,4,No,,No,,No,,Good,,Plaza west shop,,25,My group has not purchased any meals or snacks at the disneyland resort today,,,afternoon snack,"Armageddon, tower of terror",Star tours,tower of terror,,"8,50","M,F",Yes,Yes,Never,Closely,Tired children,Yes,,No,,Yes,,No,,,waiting times are not accurate
164,19:26:00,4/22/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rendu a la sortie du parc au personnel
165,19:00:00,4/25/2011,7,7,0,0,7,7,No,,No,,Yes,,Very Good,Nes ayuso ou el dempo de espera,Indiana Jones adventure outpost,Proximity,20,Restaurant en coulisse,Proximity,22,Lunch,"La Cabane des Robinson, Art of Disney Animation, Stitch live, cinemagique",Indiana Jones,Crush's Coaster,Pirates of the Carribean,33,Male,Yes,No,Never,Does not apply did not have a plan,,Yes,Stitch,No,,,,Yes,,,Seberia incluir el Nulero de la attraction igual menta es muy buena idea y practico
165,12:00:00,4/26/2011,5,7,0,2,2,3,No,,Yes,selon las temp d'attente aux attracions,Yes,Pas aag vowlueux manque d' interactivite,Good,Pas assg do homes mid infos trop restraint,Tower Hotel gifts,Proximity,25,Restaurant en coulise,"Food offerings, proximity",80,Lunch and afternoon snack,"Rock n roller coaster, tower of terror",Aerosmith,Roller Coaster,Space mountain,39,M,Yes,No,Never,Does not apply did not have a plan,long waits,yes,Aerosmith,yes,Space mountain and Buzz lightyear,yes,,yes,enfant trop petit peu space,l'homme,pas ame d'info (auvee de construct histoire des attractions) Jer pas ang eterdy I seul tours nur la journea
165,19:20:00,4/28/2011,5,4,6,4,5,5,No,,No,,No,,Good,Ne'cessite' d'un plan pour mepirage des lands,"The emporium, plaza west shop","Merchandise offerings, store look and feel",100,My group did n ot purchase any meals or snacks at the Disneyland paris resort today,,,,"La cabane des robinson, its a small world",Pirates of the Carribean,Its a small world,Tasses?,32,,Yes,Yes,a few times,loosely,long waits,Yes ,Tasses?,No,,,,No,,,
165,20:17:00,4/30/2011,7,7,6,2,2,5,No,,No,,No,,Good,Pas assey preus,My group did has not purchased any merchandise at the Disneyland Paris Resort today,,,,,,,"Le pays des contes de fees, alice's curious labyrinth, its a small world, cinemagiue",Peter Pan,Pirates of the Carribean,Autopia,9,Male,Yes,Yes,Never,Does not apply - Did not have a plan,,Yes,small world,Yes,Peter Pan and Buzz Lightyear,Yes,,No,,,
165,13:00:00,4/22/2011,3,7,0,1,0,2,no,,no,,no,,just okay,,My group has not purchased any merchandise at the disneyland paris resort today,Store look and feel,,My group has not purchased any meals or snacks at the Disneyland Paris resort today,Proximity,,Afternoon snack,"la cabane des robinson, tower of terror",rc racer,,,11,female,no,no,never,does not apply did not have a plan,,yes,rc racer,no,,,,no,,,
166,20:05:00,4/23/2011,0,6,0,2,0,4,No,,Yes,,No,,Just Okay,,My group has not purchased any merchandise at the Disneyland resort today,,,My group has not purchased any meals or snacks at the disneyland resort today,,20,afternoon snack,"Captain EO, studio tram tour, armageddon, rock n roller coaster, tower of terror",Rock n roller coaster,Captain eo,tower of terror,32,M,No,No,Never,Does not apply did not have a plan,Long waits,Yes,Captain EO,No,,No,pou ferie d'euties attractions,,,,You should indicate waiting time directly in the map
166,,4/24/2011,4,7,7,6,4,4,no,,no,,yes,,very good,tres pratique,My group has not purchased any merchandise at the Disneyland Paris Resort today,,,Restaurant en coulisse,Proximity and bonus,54,Lunch,"Art of animation, studio tram tour, armageddon, tower of terror",Crush's coaster,tower of terror,Disney animation,15,Male,yes,yes,never,does not apply did not have a plan,,yes,armageddon,no,,,,no,,,
166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,18:30:00,4/27/2011,6,6,6,5,4,0,no,,yes,,no,,very Good,,"The emporium, walt disney studio store, disney store",merchandise offerings,150,"Restaurant hakuna matata, au chalet de la marionette",food offerings,70,morning snack and lunch and dinner,"le pays des contes de fees, its a small world, alice's curious labyrinth, captain eo, stitch live, flying carpets over agrabah, studio tram tour, cinemagique",Tea party,pirates of the carribean,peter pan,6,,yes,,never,does not apply did not have a plan,long waits,yes,captain eo,no,,,,no,,,
166,17:36:00,4/22/2011,7,7,5,3,4,5,no,,yes,,no,,very good,,My group has not purchased any merchandise at the disneyland paris resort today,,,Restaurant Hakuna Matata,Wait times,40,lunch,"Alice's curious labyrinth, studio tram tour, rock n roller coaster",,,,32,Male,yes,no,never,closely,long waits and tired children,no,,yes,buzz lightyear,yes,,yes,space mountain trop due,,"Manque ludicatious toilettes, Manque uiveau de difficultes des attractions, fauille, sensation"
167,20:45:00,4/24/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,14:45:00,4/25/2011,7,7,7,7,6,2,Yes,Game didn't function,Yes,It helps,Yes,,Good,,"Plaza West Shop, World of toys",Store look and feel,100,Cowboy cookout BBQ,"Price, wait time",100,Breakfast,La Cabane des Robinson ,Thunder mountain,Its a small world,Pirates of the Carribean,43,Male,Yes,Yes,A few times,not at all,long waits,yes,,no,,no,,no,,,I'd like if you touch the location that the waiting time shows at the same time
167,21:25:00,4/28/2011,7,7,7,7,7,7,No,,No,,No,trap eccape' a' s'amuser,Very Good,Plus facile pue plan,,,,My group did n ot purchase any meals or snacks at the Disneyland paris resort today,,,,,,,,,,,,,,,,,,,,,,,,
167,18:10:00,4/30/2011,0,7,7,5,7,0,No,,No,,Yes,Boutique (Reduction),Excellent,Petit et pratique,"The emporium, Thunder Mesa Mercantile, Les Legends de Hollywood","Offerings, Bonus",150,"Agrabah Cafe Restaurant, Buzz Lightyears Pizza Planet, Disney Blockbuster cafe","Proximity, Bonus",100,"Morning Snack, Lunch, afternoon snack","Alice's Curious Labyrinth, Stitch Live, Studio Tram Tour, Cinemagique, Moteurs....Action Stunt Show",Animagine,Tapis Fagique,Alice's Curious Labyrinth,25,F,No,No,Never,Does Not Apply - Did not have a plan,,Yes,Alice Curious Labyrinth - Studio Tram Tour,No,,,,No,,,A renoueller tres paatoque pou les groupes avec enfant.
167,,4/22/2011,6,6,0,1,6,1,yes,rock n roller coaster en panne non indique,yes,,yes,,just okay,Beaucoup de pannes,,,0,Restaurant Hakuna Matata,Proximity,40,"lunch, afternoon snack and dinner","la cabane des robinson, studio tram tour, cinemagique, rock n roller coaster, tower of terror, moteurs action stunt show",Nemo,Tour,Rock n roller coaster,28,,yes,yes,never,loosely,"long waits , bonus, and other",yes,tram tour,yes,Rock n roller coaster,yes,,yes,,moi,"beaucoup de sovei de maintenance dis maneges, Pb de machine"
168,12:50:00,4/25/2011,7,7,6,6,7,6,No,,Yes,,Yes,,Excellent,Useful,My group has not purchased any merchandise at the Disneyland Paris resort today,,,Au Chalet de la Marionette,Proximity and price,60,"Breakfast, lunch, dinner","Captain EO, Armageddon",Tour de la Meire,Buzz Lightyear,Armageddon,12,Female,Yes,Yes,Never,Exactly,Long waits,Yes,Armageddon,Yes,Buzz Lightyear,Yes,No,,,,Useful
168,18:50:00,4/26/2011,7,7,7,6,5,6,No,,No,,No,,Excellent,Trei pratique,"Indiana Jones adventure outpost, La girafe qurieuse","Merchandise offerings, proximity",50,Restaurant en coulise,Food offerings and price,100,Lunch and afternoon snack,"La Cabane des Robinson, Le pays des contes de fees, Alice's Curious Labyrinth, Its a small world, Armageddon",Toy Story Buzz lightyear,Alice's Curious Labyrinth,Armageddon,26,Male,Yes,Yes,Never,Closely,"Long waits, tired children",yes,,yes,Buzz,yes,,no,,,A parsonna
168,18:05:00,4/29/2011,0,7,6,0,7,6,No,,yes,,yes,not all of them,Very Good,,,Proximity,20,,Bonus,31,Afternoon snack,,,,,32,Male,yes,no,never,Does not apply did not have a plan,,yes,,yes,,,,No,,,"Add another option; toilets, restaurants, cash machine, closest to the place we are"
168,15:00:00,4/30/2011,7,7,0,7,0,7,Yes,Where restaurants were,No,,No,We forgot,Excellent,It helped,My group did has not purchased any merchandise at the Disneyland Paris Resort today,,,Cafe Hyperion,,50,Lunch,Its a small world   ,Indiana Jones,small world,phantom mansion,12,Female,Yes,No,Never,Loosely,Other,No,,No,,,,No,,,It is very usefull with getting around
168,18:40:00,,,,,,,,No,,Yes,,No,,Excellent,,,Bonus,,,Food offerings and price,43,Lunch,,,,,41,M,No,No,Never,Closely,Long waits,Yes,,No,,,,,,,
168,19:35:00,4/27/2011,5,6,5,4,3,5,no,,no,,no,regu a pres horaire concerte,excellent,information varies,Buzz Shop,merchandise offerings and proximity,35,Buzz lightyears pizza planet and au chalet de la marionette,,,,,,,,,,,,,,,,,,,,,,,,
168,19:45:00,4/22/2011,5,6,4,7,7,1,no,,yes,,no,,excellent,funny,"Indiana jones adventure outpost, walt disney studios store, tower hotel gifts, world of toys",Merchandise offerings,300,My group has not purchased any meals or snacks at the Disneyland Paris resort today,food offerings,40,afternoon snack,"captain eo, flying carpets over agrabah, tower of terror, playhouse disney live on stage",Space mountain,,,"16, 42",yes,no,never,exactly,bonuses,yes,all,yes,tower of terror,no,time,yes,,,,Make a better software/hardware. Easy to hack
169,19:50:00,4/24/2011,7,7,4,1,7,4,No,,yes,,yes,,very good,,,Merchandise offerings and bonus,150,Restaurant hakuna matata,Bonus,33,Lunch and afternoon snack,"Le pays des contes de fees, alice's curious labyrinth, its a small world, flying carpets over agrabah, studio tram tour, cinemagique, armageddon, rock n roller coaster, tower of terror, moteurs action stunt show",Big thunder mountain railroad,"Buzz lightyear, rock n roller coaster",Rock n roller coaster,19,Female,yes,yes,a few times,Does not apply did not have a plan,long waits and bonuses,yes,Alice's curious labyrinth,yes,big thunder mountain,yes,no,no,,,none
169,19:15:00,4/25/2011,5,4,5,2,3,0,No,,Yes,,No,,Very Good,,Thunder Mesa Mercantile,Store look and feel,100,My group has not purchased any meals or snacks at the Disneyland Paris Resort today,Proximity,,morning snack,"Its a small world, Flying carpets over agrabah, studio tram tour, cinemagique, moteurs action stunt show",,,,,,Yes,Yes,Once,Not at all,long waits,Yes,,Yes,,No,,,,,
169,19:26:00,4/26/2011,7,7,7,7,7,7,No,,,,No,,good,,,Merchandise offerings,50,My group has not purchased any meals or snacks at the Disneyland Paris Resort today,,,,"La Cabane des Robinson, Le pays des contes de fees, Its a small world",La parade,Its a small world,La Cabane des robinson,19,Female,No,No,Never,Does not apply did not have a plan,,No,,No,,,,No,,,
169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Time
169,17:50:00,4/27/2011,6,6,5,5,5,5,no,,no,,no,,good,,My group has not purchased any merchandise at the disneyland paris resort today,proximity,0,Fuente del oro restaurante,,,,,,,,25,Male,yes,no,never,loosely,long waits,yes,star tours,,,no,,no,,,
169,,4/22/2011,6,6,6,0,7,7,no,,yes,un bonus nour a amore' we aure attraction nor prevue,yes,,very good,,Art of animation,Merchandise offerings and bonus,60,My group has not purchased any meals or snacks at the Disneyland Paris resort today,,,"Breakfast, lunch and afternoon snack","art of disney animation, flying carpets over agrabah, cinemagique, armageddon, moteurs action stunt show, playhouse disney live on stage",Moteurs action stunt show,cinemagique,flying carpets over agrabah,38,Male,no,no,never,closely,bonus,yes,armageddon,yes,flying carpets of agrabah,yes,,no,,,prevoir une dragonne par le gander au poignet
170,17:10:00,4/23/2011,,,,,,,No,,No,,No,,Just Okay,,My group has not purchased any merchandise at the Disneyland Paris Resort today.,,,,,,,"Alice's Curious Labyrinth, Its a small world, stitch live, armageddon, rock n roller coaster, tower of terror, moteurs action stunt show.",Moteurs action stunt show,tower of terror,armageddon,39,M,No,No,Never,Not at all,long waits,Yes,Tapis,No,,,,No,,,
170,19:50:00,4/24/2011,6,5,5,3,2,1,no,,no,,yes,,very good,temps d'attente (intermittent,My group has not purchased any merchandise at the dinseyland paris resort today,merchandise offerings  ,,,Proximity,50,lunch and dinner,"la cabane des robinson, le pays des contes de fees, alice's curious labyrinth, its a small world, captain eo",captain EO,,,34,Male,,no,once,closely,tired children,yes,,no,,no,,no,,,
170,13:30:00,4/25/2011,1,4,0,0,0,3,No,,No,,No,,Just Okay,,My group has not purchased any merchandise at the Disneyland Paris Resort today,,,My group has not purchased any meals or snacks at the Disneyland Paris Resort today,,,,,,,,,,,,,,,,,,,,,,,,
171,17:50:00,4/23/2011,3,3,5,1,5,5,No,,No,,Yes,show times,good,fonctiou uslite,My group has not purchased any merchandise at the Disneyland Paris Resort Today,weather condition,,"Disney blockbuster cafe, restaurant en coulisse",wait times,,lunch,"Stitch live, flying carpets over agrabah, studio tram tour, cinemagique, playhouse disney live on stage",,,,43,M,Yes,Yes,Never,Closely,tired children,Yes,,Yes,Flying carpets,Yes,,No,,,
171,17:15:00,4/24/2011,6,7,0,0,0,6,yes,lock-up,no,,,,good,missing info,My group has not purchased any merchandise at the dinseyland paris resort today,,,Restaurant Hakuna Matata,Other,20,Afternoon snack,"la cabane des robinson, captain eo",Buzz lightyear,Captain EO,Peter pan,41,Male,yes,no,never,Does not apply did not have a plan,,no,,no,,,,no,,,
171,17:20:00,4/24/2011,7,7,,,7,5,no,,no,,no,,very good,,Disney store,merchandise offerings,60,Restaurant en coulisse,Wait times,50,Breakfast,"Its a small world, stitch live, tower of terror",Tower of terror,space mountain,buzz lightyear,38,Male,no,no,never,Does not apply did not have a plan,long waits  ,,,no,,,,no,,,
171,17:40:00,4/25/2011,2,7,6,7,1,1,No,,Yes,,No,,Excellent,,My group has not purchased any merchandise at the Disneyland Paris Resort today,,,,Price,30,Lunch,"Le pays des contes de fees, its a small world",Star Wars,Small World,Pirates of the Carribean,40,Female,No,No,Never,Not at all,Long waits,Yes ,Star Wars,No,,,,No,,,
171,19:20:00,4/26/2011,7,7,2,0,0,2,No,,Yes,,No,,Very Good,Tres Utile,Tower Hotel Gifts,,10,Disney Blockbuster Cafe,Proximity,60,Lunch and afternoon snack,"Flying carpets over agrabah, cinemagique, armageddon, rock roller coaster, tower of terror, moteurs action stunt show",rock n roller coaster,RC racer,Tower of terror,43,Male,Yes,No,Never,Not at all,Long waits and other- panne momentause,yes,Tower of terror,yes,rock n roller coaster,yes,,yes,"fin deu fa jovrnee, 1 peis fatique",Celui qui attendant, 
171,19:40:00,4/27/2011,5,5,5,7,7,0,no,,no,,yes,,very Good,tres ludique it foule in utilirer,Plaza west shop,merchandise offerings and proximity,90,restaurant en coulisse,bonus,20,afternoon snack,"la cabane des robinson, alice's curious labyrinth, its a small world, art of disney animation, playhouse disney live on stage",its a small world,parachute,la cabane des robinson,40,male,no,no,never,closely,long waits,yes,its a small world,no,,,,no,,,
171,18:00:00,4/22/2011,5,6,6,6,7,6,no,,no,,yes,,very good,,"The emporium, walt disney studios store, art of animation",weather conditions and bonus,100,Restaurant Hakuna Matata and restaurant en coulisse,food offerings,50,lunch and afternoon snack,"le pays des contes de fees, flying carpets over agrabah, tower of terror, playhouse disney live",playhouse disney live,flying carpets over agrabah,tower of terror,12,female,no,no,never,loosely,long waits and bonus,,,no,,,,yes,1 for tower of terror and 1 for zig zag tour,tower of terror group,
172,20:45:00,4/23/2011,6,6,0,0,0,0,no,,yes,,yes,,very good,,,Weather conditins,60,My group has not purchased any meals or snacks at the Disneyland Paris Resort today,Reservations,,Lunch,"La cabane des robinson, its a small world, flying carpets over agrabah, rock n roller coaster",,,,44,Man,yes,no,never,loosely,long waits,yes,pirates of he carribean,yes,big thunder mountain railroad,yes,,yes,different ages,on of the groups,
